employee_id,full_name,preferred_name,date_of_birth,gender_identity,work_email,personal_email,phone_number,home_address_city,home_address_state,home_address_zip,hire_date,employment_status,employment_type,department,job_title,manager_employee_id,work_location_type,salary_base_annual,performance_rating_latest,company_id,company_legal_name,company_trade_name,company_hq_state,company_industry_naics_code,company_primary_operating_state,company_operating_states_list,company_operating_states_count,company_state_focus_flag,company_state_focus_notes
EMP00000001,Tilly Anderson,Tilly,2002-09-21,Self-describe,tilly.anderson.emp00000001@pacific7079.com,tilly.anderson7239@icloud.com,+61-1590-501-249,City_NSW_104,NSW,4269,2020-11-29,Active,Full-time,Marketing,Marketing Analyst,,Onsite,103097.43,2,CMP00362,Pacific7079 Group Pty Ltd,Pacific7079,NT,524210,TAS,NT;SA;NSW;TAS;QLD;VIC;WA,7,N,Multi-state Australian footprint
EMP00000002,Skye Cooper,Skye,2001-04-24,Non-binary,skye.cooper.emp00000002@goldfield3162.com,skye.cooper8396@yahoo.com,+61-6079-955-860,City_NSW_234,NSW,6749,2012-09-10,Terminated,Full-time,Marketing,Operations Manager,,Hybrid,202539.19,5,CMP00333,Goldfield3162 Group Group,Goldfield3162,ACT,812990,TAS,VIC;TAS;ACT;QLD;NT;WA,6,N,Multi-state Australian footprint
EMP00000003,Isla Ross,Isla,1973-03-05,Male,isla.ross.emp00000003@pacific215.com,isla.ross7688@outlook.com,+61-7193-280-462,City_NSW_282,NSW,4501,2012-01-26,Active,Contractor,HR,QA Engineer,,Hybrid,98969.07,3,CMP00117,Pacific215 Group Corp,Pacific215,VIC,524210,VIC,VIC;ACT;NT;TAS,4,N,Multi-state Australian footprint
EMP00000004,Lucas White,Lucas,1983-01-08,Female,lucas.white.emp00000004@oceanic268.com,lucas.white2135@proton.me,+61-0276-329-056,City_NSW_19,NSW,6197,2019-07-17,Active,Full-time,Finance,Product Manager,,Onsite,136109.51,3,CMP00236,Oceanic268 Group Pty Ltd,Oceanic268,NSW,236220,SA,QLD;NT;SA;NSW,4,N,Multi-state Australian footprint
EMP00000005,Archie Lee,Archie,1965-10-13,Non-binary,archie.lee.emp00000005@reef2473.com,archie.lee7266@yahoo.com,+61-8177-721-313,City_NSW_251,NSW,4788,2016-12-04,Active,Part-time,Legal,Software Engineer,,Remote,129982.92,2,CMP00215,Reef2473 Group Pty Ltd,Reef2473,WA,488510,VIC,SA;NT;VIC;WA,4,N,Multi-state Australian footprint
EMP00000006,Willow Thomas,Willow,1996-02-04,Prefer not to say,willow.thomas.emp00000006@sundown7457.com,willow.thomas9513@gmail.com,+61-9693-303-318,City_NSW_200,NSW,7305,2014-08-21,Active,Full-time,HR,Security Analyst,,Remote,121686.99,3,CMP00092,Sundown7457 Group Ltd,Sundown7457,NT,517311,NT,NT;TAS;SA,3,N,Multi-state Australian footprint
EMP00000007,Ava Williams,Ava,1957-02-13,Non-binary,ava.williams.emp00000007@pacific1228.com,ava.williams446@yahoo.com,+61-1879-711-296,City_NSW_248,NSW,5585,2016-02-25,Active,Full-time,Legal,Financial Analyst,,Onsite,40448.7,3,CMP00008,Pacific1228 Group Corp,Pacific1228,NT,561110,TAS,NSW;SA;TAS;VIC;ACT;NT;WA,7,N,Multi-state Australian footprint
EMP00000008,Jack Singh,Jack,2004-06-06,Prefer not to say,jack.singh.emp00000008@goldfield3209.com,jack.singh5857@gmail.com,+61-9998-773-979,City_NSW_50,NSW,2645,2019-12-19,Active,Intern,Engineering,Financial Analyst,,Remote,68210.27,3,CMP00287,Goldfield3209 Group Holdings,Goldfield3209,VIC,518210,VIC,NT;NSW;VIC,3,N,Multi-state Australian footprint
EMP00000009,Ruby Bell,Ruby,1997-02-07,Self-describe,ruby.bell.emp00000009@reef1945.com,ruby.bell6809@gmail.com,+61-6011-469-937,City_NSW_375,NSW,2864,2010-03-25,Terminated,Part-time,Sales,Senior Data Analyst,,Remote,144941.33,3,CMP00109,Reef1945 Group Group,Reef1945,SA,517311,NT,SA;QLD;VIC;NSW;WA;NT;TAS,7,N,Multi-state Australian footprint
EMP00000010,Eloise Thompson,Eloise,1975-04-24,Self-describe,eloise.thompson.emp00000010@harbour733.com,eloise.thompson9745@gmail.com,+61-7744-253-391,City_NSW_371,NSW,5347,2023-05-12,Active,Part-time,Security,Marketing Analyst,,Hybrid,100078.07,2,CMP00059,Harbour733 Group Group,Harbour733,WA,621610,WA,VIC;NSW;WA;NT;QLD,5,N,Multi-state Australian footprint
